Ethnicity,Geographical-union Name 
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Capital
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Eastern Pennsylvania
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,Empire
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
Prefer not to answer,New England
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
"White, non-Hispanic",Capital
